ID,Name,Gender,Race,Height,Publisher,Alignment,Weight,Manipulative,Resourceful,Dismissive,Intelligent,Trusting,Loyal,Stubborn,Brave,HouseID,House,STR,DEX,CON,INT,WIS,CHA,Level,HP
A133,Box,Male,NA,NA,Marvel Comics,good,NA,5,6,5,5,5,3,9,6,4,Gryffindor,8,18,12,16,10,13,6,48
A137,Brainiac 5,Male,NA,170,DC Comics,good,61,7,9,7,7,5,6,8,10,4,Gryffindor,15,14,12,12,13,18,11,77
A142,Bumblebee,Female,Human,170,DC Comics,good,59,9,9,3,8,4,3,8,8,4,Gryffindor,9,13,11,10,12,14,9,90
A147,Cameron Hicks,Male,Alpha,NA,SyFy,good,NA,6,8,9,2,3,7,7,8,4,Gryffindor,15,10,16,10,11,10,5,50
A148,Cannonball,Male,NA,183,Marvel Comics,good,81,6,8,8,7,5,9,8,10,4,Gryffindor,17,12,13,11,17,16,2,20
A162,Carnage,Male,Symbiote,185,Marvel Comics,bad,86,5,2,9,5,1,4,8,9,4,Gryffindor,8,11,11,13,14,17,7,42
A166,Cecilia Reyes,NA,NA,170,Marvel Comics,good,62,6,5,4,5,9,6,7,9,4,Gryffindor,13,17,15,16,11,11,14,84
A168,Cerebra,Female,Mutant,NA,Marvel Comics,good,NA,6,4,3,6,9,3,8,7,4,Gryffindor,17,13,13,15,16,13,15,105
A173,Cheetah II,Female,Human,170,DC Comics,bad,55,3,7,7,3,6,3,9,9,4,Gryffindor,17,18,18,11,18,17,3,24
A177,Citizen Steel,Male,Human,183,DC Comics,good,170,3,4,4,4,5,7,9,7,4,Gryffindor,15,16,15,14,11,17,10,80
A178,Claire Bennet,Female,NA,NA,NBC - Heroes,good,NA,6,3,8,6,2,7,9,8,4,Gryffindor,11,11,13,17,16,16,12,96
A179,Clea,NA,NA,NA,Marvel Comics,good,NA,7,1,8,6,3,7,10,7,4,Gryffindor,8,16,13,14,10,14,7,63
A184,Colossal Boy,Male,NA,NA,DC Comics,good,NA,7,9,7,9,5,7,10,9,4,Gryffindor,13,16,16,18,16,10,10,100
A190,Crimson Dynamo,Male,NA,180,Marvel Comics,good,104,6,2,9,4,1,7,8,9,4,Gryffindor,15,13,18,11,17,10,1,7
A192,Curse,Male,NA,NA,Image Comics,bad,NA,7,2,5,8,3,5,9,8,4,Gryffindor,12,18,11,13,15,12,1,10
A197,Cypher,NA,NA,175,Marvel Comics,good,68,5,2,6,7,4,3,8,7,4,Gryffindor,11,15,12,17,15,10,1,9
A198,Dagger,Female,NA,165,Marvel Comics,good,52,4,1,4,8,7,9,8,8,4,Gryffindor,16,13,16,12,12,12,7,56
A202,Darkhawk,Male,Human,185,Marvel Comics,good,81,4,8,4,5,7,5,7,7,4,Gryffindor,12,15,11,18,18,16,13,104
A205,Darkside,NA,NA,NA,,bad,NA,3,2,4,6,8,7,7,8,4,Gryffindor,14,13,11,13,18,12,14,112
A211,Dazzler,Female,Mutant,173,Marvel Comics,good,52,8,7,5,2,6,3,8,8,4,Gryffindor,8,13,17,13,11,18,13,104
A214,Deadshot,Male,Human,185,DC Comics,bad,91,3,2,6,8,6,6,9,7,4,Gryffindor,14,11,11,12,16,15,7,42
A215,Deathlok,Male,Cyborg,193,Marvel Comics,good,178,4,7,2,7,6,9,7,6,4,Gryffindor,12,11,13,14,11,18,13,104
A217,Demogoblin,Male,Demon,185,Marvel Comics,bad,95,7,1,2,8,7,3,8,9,4,Gryffindor,12,17,16,14,15,16,7,63
A218,Destroyer,Male,NA,188,Marvel Comics,bad,383,4,7,6,7,7,6,6,9,4,Gryffindor,10,18,15,12,16,11,14,84
A223,Doctor Doom II,Male,NA,201,Marvel Comics,bad,132,2,2,2,2,1,2,10,9,4,Gryffindor,18,12,13,16,18,14,11,99
A231,Doppelganger,Male,NA,196,Marvel Comics,bad,104,6,7,7,5,4,6,9,7,4,Gryffindor,13,12,12,16,16,11,5,35
A233,Dr Manhattan,Male,Human / Cosmic,NA,DC Comics,good,NA,6,6,6,5,6,5,7,7,4,Gryffindor,17,18,16,18,15,12,12,84
A234,Drax the Destroyer,Male,Human / Altered,193,Marvel Comics,good,306,4,8,5,3,5,5,6,8,4,Gryffindor,9,11,15,18,12,10,9,90
A236,Elastigirl,Female,Human,168,Dark Horse Comics,good,56,6,9,5,4,2,6,6,9,4,Gryffindor,15,13,17,10,10,12,14,98
A237,Electro,Male,Human,180,Marvel Comics,bad,74,8,4,7,2,7,3,8,9,4,Gryffindor,16,10,15,15,10,16,2,20
A240,Elongated Man,Male,NA,185,DC Comics,good,80,7,4,3,3,4,5,8,7,4,Gryffindor,13,17,10,14,12,10,6,42
A241,Emma Frost,Female,NA,178,Marvel Comics,good,65,3,4,4,3,8,3,7,7,4,Gryffindor,14,16,12,15,17,10,9,90
A242,Enchantress,Female,Human,168,DC Comics,good,57,8,5,2,2,5,3,8,8,4,Gryffindor,13,11,13,17,15,17,11,110
A244,ERG-1,Male,NA,NA,DC Comics,good,NA,2,3,7,3,8,7,7,10,4,Gryffindor,15,13,12,10,15,13,7,56
A246,Etrigan,Male,Demon,193,DC Comics,neutral,203,2,6,7,4,4,3,7,8,4,Gryffindor,10,17,13,15,11,11,10,60
A252,Fallen One II,Male,NA,NA,Marvel Comics,bad,NA,7,6,7,4,8,6,8,7,4,Gryffindor,10,17,11,15,17,11,9,54
A255,Fighting Spirit,Female,NA,NA,DC Comics,good,NA,4,4,8,5,8,7,8,8,4,Gryffindor,15,13,14,13,17,18,13,117
A257,Firebird,Female,NA,165,Marvel Comics,good,56,9,9,2,5,5,7,9,10,4,Gryffindor,10,11,17,10,16,14,6,60
A260,Firestorm,Male,NA,NA,DC Comics,good,NA,8,5,5,4,7,6,9,7,4,Gryffindor,14,15,10,11,10,16,2,20
A271,Frenzy,Female,NA,211,Marvel Comics,bad,104,7,5,5,5,6,2,8,9,4,Gryffindor,16,17,15,18,14,10,15,120
A273,Galactus,Male,Cosmic Entity,876,Marvel Comics,neutral,16,2,4,8,2,3,7,8,7,4,Gryffindor,16,17,17,13,16,14,5,30
A279,Genesis,Male,NA,185,Marvel Comics,good,86,2,7,3,8,9,5,9,6,4,Gryffindor,12,14,15,15,12,12,13,104
A281,Ghost Rider II,NA,NA,NA,Marvel Comics,good,NA,5,2,6,5,4,6,7,7,4,Gryffindor,16,16,10,11,18,15,13,104
A283,Giant-Man II,Male,NA,NA,Marvel Comics,good,NA,3,8,4,3,7,8,6,10,4,Gryffindor,13,15,11,11,16,11,10,60
A284,Giganta,Female,NA,62.5,DC Comics,bad,630,2,8,8,5,5,1,8,8,4,Gryffindor,15,16,17,16,18,16,4,28
A286,Goblin Queen,Female,NA,168,Marvel Comics,bad,50,3,8,4,8,3,2,8,8,4,Gryffindor,14,17,15,15,12,10,8,48
A293,Goliath IV,Male,NA,183,Marvel Comics,good,90,8,8,1,3,5,6,6,9,4,Gryffindor,16,13,15,13,15,17,3,21
A305,Guy Gardner,Male,Human-Vuldarian,188,DC Comics,good,95,8,8,6,2,7,8,7,7,4,Gryffindor,8,11,10,10,12,18,5,40
A306,Hal Jordan,Male,Human,188,DC Comics,good,90,4,7,7,9,1,1,8,10,4,Gryffindor,8,12,16,14,16,14,4,40
A309,Harley Quinn,Female,Human,170,DC Comics,bad,63,3,5,1,4,5,3,9,9,4,Gryffindor,11,10,16,14,12,17,11,88
A310,Harry Potter,Male,Human,NA,J. K. Rowling,good,NA,8,5,6,7,7,3,7,8,4,Gryffindor,8,10,15,14,12,18,5,35
A317,Hawkwoman,Female,NA,175,DC Comics,good,54,5,3,4,3,4,6,6,9,4,Gryffindor,18,17,12,16,16,10,6,48
A320,Heat Wave,Male,Human,180,DC Comics,bad,81,6,1,5,5,2,4,8,7,4,Gryffindor,18,17,10,16,15,11,5,50
A330,Hope Summers,Female,NA,168,Marvel Comics,good,48,8,4,7,8,7,8,9,8,4,Gryffindor,10,16,12,17,16,15,4,24
A333,Human Torch,Male,Human / Radiation,178,Marvel Comics,good,77,3,8,4,6,5,6,6,7,4,Gryffindor,15,14,13,17,14,10,15,90
A337,Hydro-Man,Male,NA,188,Marvel Comics,bad,119,6,8,8,1,2,5,10,9,4,Gryffindor,9,14,17,17,15,12,6,60
A346,Iron Man,Male,Human,198,Marvel Comics,good,191,8,4,5,9,4,5,10,9,4,Gryffindor,16,15,12,17,12,10,3,18
A348,Isis,Female,NA,NA,DC Comics,good,NA,3,9,5,7,5,3,9,7,4,Gryffindor,8,18,12,18,12,12,15,150
A349,Jack Bauer,Male,NA,NA,,good,NA,5,9,5,4,2,5,7,10,4,Gryffindor,8,13,18,18,18,15,15,120
A363,Jigsaw,Male,NA,188,Marvel Comics,bad,113,3,4,3,6,5,6,10,7,4,Gryffindor,17,11,14,17,14,13,1,10
A368,John Stewart,Male,Human,185,DC Comics,good,90,8,4,9,8,5,3,8,8,4,Gryffindor,8,11,18,11,14,17,4,28
A370,Joker,Male,Human,196,DC Comics,bad,86,4,3,6,5,6,3,7,10,4,Gryffindor,12,13,14,13,17,17,10,90
A372,Jubilee,Female,Mutant,165,Marvel Comics,good,52,7,5,3,5,6,4,8,7,4,Gryffindor,14,18,15,10,11,15,7,42
A382,Katniss Everdeen,Female,Human,NA,,good,NA,7,6,5,3,6,8,10,10,4,Gryffindor,16,15,16,10,11,12,8,80
A389,Kilowog,Male,Bolovaxian,234,DC Comics,good,324,7,9,2,3,6,1,9,7,4,Gryffindor,12,10,18,16,10,17,4,40
A391,King Shark,Male,Animal,NA,DC Comics,bad,NA,3,8,9,6,9,7,6,8,4,Gryffindor,9,18,12,11,12,18,14,126
A402,Leader,Male,NA,178,Marvel Comics,bad,63,9,2,9,8,5,5,9,9,4,Gryffindor,10,10,11,14,14,16,4,40
A408,Lightning Lad,Male,NA,155,DC Comics,good,65,4,1,5,6,5,6,9,10,4,Gryffindor,15,11,17,14,14,18,13,130
A413,Lizard,Male,Human,203,Marvel Comics,bad,230,5,6,2,8,6,8,9,8,4,Gryffindor,9,18,16,10,17,13,13,117
A414,Lobo,Male,Czarnian,229,DC Comics,neutral,288,2,2,8,1,4,5,9,8,4,Gryffindor,12,11,16,12,14,17,15,105
A421,Lyja,Female,NA,NA,Marvel Comics,good,NA,7,3,6,9,3,3,8,8,4,Gryffindor,12,12,12,15,17,17,6,60
A427,Man of Miracles,NA,God / Eternal,NA,Image Comics,NA,NA,5,5,5,9,9,4,9,8,4,Gryffindor,17,14,16,16,15,17,13,117
A429,Man-Thing,Male,NA,213,Marvel Comics,good,225,7,4,1,6,9,3,8,7,4,Gryffindor,9,16,13,14,11,18,14,140
A434,Marvel Girl,Female,NA,170,Marvel Comics,good,56,2,2,5,4,3,6,8,10,4,Gryffindor,10,14,13,17,17,18,10,90
A435,Master Brood,Male,NA,183,Team Epic TV,good,81,6,5,7,2,3,4,7,8,4,Gryffindor,14,12,12,13,18,11,9,54
A441,Maya Herrera,Female,NA,NA,NBC - Heroes,good,NA,5,5,3,5,3,3,8,8,4,Gryffindor,12,11,18,17,15,15,6,60
A443,Meltdown,Female,NA,165,Marvel Comics,good,54,1,9,7,6,6,3,9,7,4,Gryffindor,9,10,11,13,13,15,14,126
A448,Meteorite,Female,NA,NA,Marvel Comics,good,NA,3,5,7,3,7,8,8,7,4,Gryffindor,9,17,18,10,18,12,5,35
A450,Micah Sanders,Male,NA,NA,NBC - Heroes,good,NA,7,1,8,5,8,6,8,8,4,Gryffindor,10,11,12,11,18,14,9,63
A451,Michelangelo,Male,Mutant,NA,IDW Publishing,good,NA,9,6,1,8,4,3,10,7,4,Gryffindor,15,15,12,17,13,18,15,120
A452,Micro Lad,Male,NA,183,DC Comics,good,77,6,5,7,5,3,1,10,6,4,Gryffindor,17,18,18,14,10,10,2,20
A455,Misfit,Female,NA,NA,DC Comics,good,NA,6,1,8,2,3,1,8,7,4,Gryffindor,18,12,14,12,16,16,3,21
A460,Mister Mxyzptlk,Male,God / Eternal,NA,DC Comics,bad,NA,2,5,4,8,5,7,6,8,4,Gryffindor,16,13,18,17,18,12,7,56
A461,Mister Sinister,Male,Human / Altered,196,Marvel Comics,bad,128,6,8,4,4,9,4,9,7,4,Gryffindor,17,18,18,13,15,16,14,98
A463,Mockingbird,Female,Human,175,Marvel Comics,good,61,3,3,5,2,3,7,7,7,4,Gryffindor,9,14,16,10,17,17,4,32
A464,MODOK,Male,Cyborg,366,Marvel Comics,bad,338,7,1,7,5,6,3,7,7,4,Gryffindor,8,17,11,14,15,18,3,18
A470,Monica Dawson,Female,NA,NA,NBC - Heroes,good,NA,6,5,9,6,7,4,8,8,4,Gryffindor,11,11,13,11,17,17,6,54
A476,Mr Immortal,Male,Mutant,188,Marvel Comics,good,70,3,2,8,5,3,8,7,8,4,Gryffindor,8,12,12,10,15,17,4,24
A478,Ms Marvel II,Female,NA,173,Marvel Comics,good,61,8,3,5,7,1,6,7,8,4,Gryffindor,13,12,17,11,13,14,13,130
A485,Namorita,Female,NA,168,Marvel Comics,good,101,4,3,5,8,6,5,7,10,4,Gryffindor,18,10,11,14,16,11,9,90
A488,Nebula,Female,Luphomoid,185,Marvel Comics,bad,83,1,5,4,2,5,3,6,9,4,Gryffindor,15,15,17,12,18,14,2,18
A490,Nick Fury,Male,Human,185,Marvel Comics,good,99,9,5,6,8,5,8,9,9,4,Gryffindor,13,15,13,14,12,14,13,117
A491,Nightcrawler,Male,NA,175,Marvel Comics,good,88,4,8,7,7,4,3,6,7,4,Gryffindor,18,16,15,10,17,16,13,117
A492,Nightwing,Male,Human,178,DC Comics,good,79,1,7,1,4,6,8,8,8,4,Gryffindor,11,18,15,16,10,11,11,66
A498,Nova,Female,Human / Cosmic,163,Marvel Comics,good,59,9,3,3,8,3,5,10,7,4,Gryffindor,17,15,11,10,16,14,6,54
A499,Odin,Male,God / Eternal,206,Marvel Comics,good,293,3,9,3,7,7,6,8,6,4,Gryffindor,13,18,12,13,11,18,11,110
A501,Omega Red,Male,NA,211,Marvel Comics,bad,191,8,6,3,7,3,8,9,8,4,Gryffindor,10,13,14,13,11,11,1,9
A503,One Punch Man,Male,Human,175,Shueisha,good,69,6,3,4,7,9,3,9,7,4,Gryffindor,9,16,17,14,14,16,3,21
A507,Osiris,Male,NA,NA,DC Comics,good,NA,7,6,5,4,4,5,8,7,4,Gryffindor,8,12,10,17,10,12,6,42
A516,Peter Petrelli,Male,NA,NA,NBC - Heroes,good,NA,7,8,9,4,7,2,10,8,4,Gryffindor,14,13,17,11,13,18,11,77
A520,Plantman,Male,Mutant,183,Marvel Comics,bad,87,4,3,6,6,6,3,9,9,4,Gryffindor,9,17,15,13,16,11,12,108
A523,Plastique,Female,NA,168,DC Comics,bad,55,7,3,6,4,3,9,10,10,4,Gryffindor,16,16,16,17,14,14,8,56
A527,Power Man,Male,Mutant,NA,Marvel Comics,good,NA,6,3,2,2,8,1,7,10,4,Gryffindor,17,10,11,15,18,10,14,84
A535,Pyro,Male,NA,178,Marvel Comics,bad,68,9,8,5,5,6,3,9,8,4,Gryffindor,12,11,12,12,13,18,8,72
A538,Question,Male,Human,188,DC Comics,good,83,7,5,9,6,8,2,9,6,4,Gryffindor,17,13,12,11,18,14,7,49
A545,Raven,Female,Human,165,DC Comics,neutral,50,5,2,7,6,7,4,7,6,4,Gryffindor,11,14,14,13,15,18,7,49
A560,Rick Flag,Male,NA,185,DC Comics,bad,85,1,6,6,4,5,3,9,6,4,Gryffindor,11,17,16,13,12,10,11,110
A569,Rocket Raccoon,Male,Animal,122,Marvel Comics,good,25,1,4,1,5,7,1,7,9,4,Gryffindor,8,13,14,12,16,13,5,35
A570,Rogue,Female,NA,173,Marvel Comics,good,54,4,6,3,7,7,4,9,9,4,Gryffindor,11,12,10,18,10,16,13,130
A572,Rorschach,Male,Human,168,DC Comics,good,63,8,5,4,2,1,3,6,6,4,Gryffindor,14,18,15,13,13,13,9,90
A577,Sauron,Male,Maiar,279,J. R. R. Tolkien,bad,NA,6,8,5,5,8,2,9,8,4,Gryffindor,10,13,16,14,11,13,10,80
A580,Scarlet Spider,Male,Human,178,Marvel Comics,good,74,1,3,6,6,2,4,9,8,4,Gryffindor,14,16,13,13,12,14,15,105
A582,Scarlet Witch,Female,Mutant,170,Marvel Comics,bad,59,6,4,4,3,5,7,8,7,4,Gryffindor,15,11,10,18,13,16,2,16
A584,Scorpion,Male,Human,211,Marvel Comics,bad,310,7,4,4,4,9,1,7,7,4,Gryffindor,15,13,18,14,11,16,7,63
A595,Shriek,Female,NA,173,Marvel Comics,good,52,7,9,6,8,5,2,9,8,4,Gryffindor,9,10,17,17,11,17,2,20
A598,Silk,Female,Human,NA,Marvel Comics,good,NA,5,3,2,4,3,3,8,9,4,Gryffindor,14,11,13,13,12,18,7,70
A601,Silver Surfer,Male,Alien,193,Marvel Comics,good,101,8,6,4,4,4,4,8,7,4,Gryffindor,17,14,17,18,12,16,5,50
A606,Siren II,Female,NA,NA,DC Comics,bad,NA,5,4,7,9,3,3,10,9,4,Gryffindor,11,10,15,11,10,10,11,99
A610,Snowbird,Female,NA,178,Marvel Comics,good,49,2,8,4,9,6,7,7,7,4,Gryffindor,18,14,16,10,11,11,10,100
A611,Sobek,Male,NA,NA,DC Comics,good,NA,1,7,7,7,6,6,8,9,4,Gryffindor,16,15,10,17,11,13,7,70
A613,Songbird,Female,NA,165,Marvel Comics,good,65,3,8,8,8,3,3,9,10,4,Gryffindor,18,12,12,16,12,17,1,8
A616,Spectre,Male,God / Eternal,NA,DC Comics,good,NA,1,6,5,5,9,2,7,9,4,Gryffindor,8,14,18,13,17,10,1,10
A617,Speedball,Male,NA,NA,Marvel Comics,good,NA,8,4,3,8,7,7,7,6,4,Gryffindor,10,15,13,18,16,18,8,56
A621,Spider-Girl,Female,Human,170,Marvel Comics,good,54,2,8,5,6,4,9,7,6,4,Gryffindor,10,10,11,13,11,13,2,20
A623,Spider-Man,Male,Human,178,Marvel Comics,good,74,3,6,3,4,5,1,10,7,4,Gryffindor,10,17,16,14,12,17,10,60
A624,Spider-Man,NA,Human,178,Marvel Comics,good,77,3,4,7,3,2,6,6,10,4,Gryffindor,17,10,16,17,14,10,14,112
A625,Spider-Man,Male,Human,157,Marvel Comics,good,56,3,7,4,6,6,6,9,7,4,Gryffindor,14,11,11,14,13,13,9,81
A627,Spider-Woman II,Female,NA,NA,Marvel Comics,good,NA,6,8,4,5,9,3,9,9,4,Gryffindor,15,12,13,13,10,12,11,77
A629,Spider-Woman IV,Female,NA,178,Marvel Comics,bad,58,5,8,9,6,5,6,7,7,4,Gryffindor,12,18,16,12,14,11,10,90
A630,Spock,Male,Human-Vulcan,185,Star Trek,good,81,3,4,3,6,3,8,9,9,4,Gryffindor,17,14,18,16,14,14,12,108
A631,Spyke,Male,Mutant,183,Marvel Comics,good,83,7,7,3,4,8,8,9,9,4,Gryffindor,13,17,12,16,14,10,8,72
A634,Stardust,Male,NA,NA,Marvel Comics,good,NA,5,3,6,5,6,4,7,7,4,Gryffindor,11,12,14,10,14,18,8,72
A636,Stargirl,Female,Human,165,DC Comics,good,62,4,8,3,8,7,1,8,10,4,Gryffindor,16,14,14,15,15,14,8,48
A649,Swarm,Male,Mutant,196,Marvel Comics,bad,47,5,8,7,7,2,6,7,9,4,Gryffindor,13,11,15,13,12,16,9,63
A650,Sylar,Male,NA,NA,NBC - Heroes,bad,NA,7,2,8,2,8,3,8,9,4,Gryffindor,11,11,10,15,17,10,8,48
A651,Synch,Male,NA,180,Marvel Comics,good,74,6,5,2,4,6,4,9,9,4,Gryffindor,14,10,11,13,17,16,5,50
A656,Taskmaster,Male,Human,188,Marvel Comics,bad,99,7,6,5,5,6,4,6,8,4,Gryffindor,17,11,13,16,17,18,12,84
A665,Thunderbird II,Male,NA,NA,Marvel Comics,good,NA,8,4,3,1,3,5,8,8,4,Gryffindor,15,12,14,16,14,10,8,72
A673,Toad,Male,Mutant,175,Marvel Comics,neutral,76,8,3,5,2,2,7,10,9,4,Gryffindor,16,14,17,12,10,16,6,54
A674,Toxin,Male,Symbiote,188,Marvel Comics,good,97,5,5,9,6,4,4,9,7,4,Gryffindor,11,14,16,12,11,17,12,96
A677,Trickster,Male,Human,183,DC Comics,NA,81,7,4,3,7,3,3,9,7,4,Gryffindor,18,16,17,16,17,16,1,7
A680,Triton,Male,Inhuman,188,Marvel Comics,good,86,3,7,4,5,6,5,8,7,4,Gryffindor,17,15,14,12,15,11,15,150
A687,Valkyrie,Female,NA,191,Marvel Comics,good,214,6,6,4,7,7,5,8,6,4,Gryffindor,13,10,17,11,12,12,9,72
A688,Vanisher,Male,NA,165,Marvel Comics,bad,79,2,2,7,6,8,7,9,9,4,Gryffindor,18,15,12,13,14,18,13,91
A690,Venom,Male,Symbiote,191,Marvel Comics,bad,117,5,9,3,4,9,4,8,6,4,Gryffindor,11,13,17,11,16,10,8,80
A702,Vixen,Female,Human,175,DC Comics,good,63,6,3,6,6,3,3,8,8,4,Gryffindor,11,13,17,17,10,10,6,42
A703,Vulcan,Male,NA,NA,Marvel Comics,good,NA,2,7,5,1,3,4,9,8,4,Gryffindor,14,11,14,17,11,17,13,117
A704,Vulture,Male,Human,180,Marvel Comics,bad,79,8,3,1,6,1,5,7,6,4,Gryffindor,17,15,17,11,10,14,5,40
A707,Warbird,Female,NA,180,Marvel Comics,good,54,7,4,5,3,8,6,8,10,4,Gryffindor,8,11,10,17,18,16,9,72
A708,Warlock,Male,NA,188,Marvel Comics,good,108,7,2,4,5,4,2,8,9,4,Gryffindor,16,16,12,11,17,12,13,130
A717,Winter Soldier,Male,Human,175,Marvel Comics,good,117,2,3,3,5,7,8,8,8,4,Gryffindor,8,14,17,13,14,15,8,64
A722,Wonder Man,Male,NA,188,Marvel Comics,good,171,3,3,7,7,4,4,7,8,4,Gryffindor,17,12,11,11,14,10,8,56
A723,Wonder Woman,Female,Amazon,183,DC Comics,good,74,6,6,2,8,7,3,8,6,4,Gryffindor,18,10,14,17,10,10,7,49
A726,X-23,Female,Mutant / Clone,155,Marvel Comics,good,50,4,7,2,4,6,7,9,9,4,Gryffindor,11,11,10,12,15,16,6,36
A727,X-Man,Male,NA,175,Marvel Comics,good,61,3,7,7,3,8,4,9,6,4,Gryffindor,16,12,18,15,15,16,9,81
